"~id","~labels","Publication_Year","Reference_ID","Author","Title","URL","Publisher","Version","Schema","Date","Name","Status","Resources_Required","Description","Likelihood_Of_Attack","Typical_Severity","Submission_Name","ExtendedName","Skills_Required_Description","Skills_Required","Abstraction","Submission_Organization","Modifications","Prerequisites","Submission_Date","Mitigations","Examples","Indicators","Notes","Alternate_Terms","Scope"
"548016","External_Reference_CAPEC",,"REF-617",,"OWASP Web Security Testing Guide","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/07-Input_Validation_Testing/15-Testing_for_HTTP_Splitting_Smuggling.html","The Open Web Application Security Project (OWASP)",,,,,,,,,,,,,,,,,,,,,,,,
"548018","External_Reference_CAPEC",,"REF-619",,"OWASP Web Security Testing Guide","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/11-Client-side_Testing/09-Testing_for_Clickjacking.html","The Open Web Application Security Project (OWASP)",,,,,,,,,,,,,,,,,,,,,,,,
"548019","External_Reference_CAPEC",,"REF-620",,"OWASP Vulnerabilities","https://owasp.org/www-community/vulnerabilities/Buffer_Overflow","The Open Web Application Security Project (OWASP)",,,,,,,,,,,,,,,,,,,,,,,,
"548078","External_Reference_CAPEC","2011","REF-679","['Robert Auger']","HTTP Request Splitting","http://projects.webappsec.org/w/page/13246929/HTTP%20Request%20Splitting","The Web Application Security Consortium",,,,,,,,,,,,,,,,,,,,,,,,
"550010","GeneralInfo_CAPEC",,,,,,,"3.9","http://capec.mitre.org/data/xsd/ap_schema_v3.4.xsd","2023-01-24","CAPEC",,,,,,,,,,,,,,,,,,,,
"550025","CAPEC",,,,,,,,,,"CAPEC-1","Draft","['None: No specialized resources are required to execute this type of attack.']","In applications, particularly web applications, access to functionality is mitigated by an authorization framework. This framework maps Access Control Lists (ACLs) to elements of the application's functionality; particularly URL's for web apps. In the case that the administrator failed to specify an ACL for a particular element, an attacker may be able to access it with impunity. An attacker with the ability to access functionality not properly constrained by ACLs can obtain sensitive information and possibly compromise the entire application. Such an attacker can access resources that must be available only to users at a higher privilege level, can access management sections of the application, or can run queries for data that they otherwise not supposed to.","High","High","CAPEC Content Team","Accessing Functionality Not Properly Constrained by ACLs","['In order to discover unrestricted resources','the attacker does not need special tools or skills. They only have to observe the resources or access mechanisms invoked as each action is performed and then try and access those access mechanisms directly.']","['Low']","Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Pattern','References','Modification_Date=2017-05-01','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Pattern','Description Summary','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Skills_Required','Taxonomy_Mappings','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Related_Weaknesses','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2021-10-21','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The application must be navigable in a manner that associates elements (subsections) of the application with ACLs.','The various resources','or individual URLs','must be somehow discoverable by the attacker','The administrator must have forgotten to associate an ACL or has associated an inappropriately permissive ACL with a particular navigable resource.']","2014-06-23","['{xhtml:p=[In a J2EE setting','administrators can associate a role that is impossible for the authenticator to grant users','such as 'NoAccess'','with all Servlets to which access is guarded by a limited number of servlets visible to','and accessible by','the user.','Having done so','any direct access to those protected Servlets will be prohibited by the web container.','In a more general setting','the administrator must mark every resource besides the ones supposed to be exposed to the user as accessible by a role impossible for the user to assume. The default security setting must be to deny access and then grant access only to those resources intended by business logic.]}']","['{xhtml:p=[Implementing the Model-View-Controller (MVC) within Java EE's Servlet paradigm using a 'Single front controller' pattern that demands that brokered HTTP requests be authenticated before hand-offs to other Action Servlets.','If no security-constraint is placed on those Action Servlets','such that positively no one can access them','the front controller can be subverted.]}']",,,,
"550028","CAPEC",,,,,,,,,,"CAPEC-10","Draft",,"This attack pattern involves causing a buffer overflow through manipulation of environment variables. Once the adversary finds that they can modify an environment variable, they may try to overflow associated buffers. This attack leverages implicit trust often placed in environment variables.","High","High","CAPEC Content Team","Buffer Overflow via Environment Variables","['An attacker can simply overflow a buffer by inserting a long string into an attacker-modifiable injection vector. The result can be a DoS.','Exploiting a buffer overflow to inject malicious code into the stack of a software system or even the heap can require a higher skill level.']","['Low','High']","Detailed","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2017-01-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Modification_Date=2018-07-31','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Mitigations','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Extended_Description','Modification_Date=2021-10-21','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Example_Instances','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The application uses environment variables.','An environment variable exposed to the user is vulnerable to a buffer overflow.','The vulnerable environment variable uses untrusted data.','Tainted data used in the environment variables is not properly validated. For instance boundary checking is not done before copying the input data to a buffer.']","2014-06-23","['Do not expose environment variable to the user.','Do not use untrusted data in your environment variables.','Use a language or compiler that performs automatic bounds checking','There are tools such as Sharefuzz [REF-2] which is an environment variable fuzzer for Unix that support loading a shared library. You can use Sharefuzz to determine if you are exposing an environment variable vulnerable to buffer overflow.']","['{xhtml:p=A buffer overflow in sccw allows local users to gain root access via the $HOME environmental variable. See also: CVE-1999-0906}','{xhtml:p=A buffer overflow in the rlogin program involves its consumption of the $TERM environmental variable. See also: CVE-1999-0046}']","['If the application does bound checking','it should fail when the data source is larger than the size of the destination buffer. If the application's code is well written','that failure should trigger an alert.']",,,
"550029","CAPEC",,,,,,,,,,"CAPEC-100","Draft","['None: No specialized resources are required to execute this type of attack. Detecting and exploiting a buffer overflow does not require any resources beyond knowledge of and access to the target system.']","Buffer Overflow attacks target improper or missing bounds checking on buffer operations, typically triggered by input injected by an adversary. As a consequence, an adversary is able to write past the boundaries of allocated buffer regions in memory, causing a program crash or potentially redirection of execution as per the adversaries' choice.","High","Very High","CAPEC Content Team","Overflow Buffers","['In most cases','overflowing a buffer does not require advanced skills beyond the ability to notice an overflow and stuff an input variable with content.','In cases of directed overflows','where the motive is to divert the flow of the program or application as per the adversaries' bidding','high level skills are required. This may involve detailed knowledge of the target system architecture and kernel.']","['Low','High']","Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2017-01-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Phases','Attack_Prerequisites','Attacker_Skills_or_Knowledge_Required','Description Summary','Examples-Instances','Indicators-Warnings_of_Attack','Probing_Techniques','Related_Vulnerabilities','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Modification_Date=2021-10-21','Modification_Name=CAPEC Content Team}']","['Targeted software performs buffer operations.','Targeted software inadequately performs bounds-checking on buffer operations.','Adversary has the capability to influence the input to buffer operations.']","2014-06-23","['Use a language or compiler that performs automatic bounds checking.','Use secure functions not vulnerable to buffer overflow.','If you have to use dangerous functions','make sure that you do boundary checking.','Compiler-based canary mechanisms such as StackGuard','ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking','it is not a complete solution.','Use OS-level preventative functionality. Not a complete solution.','Utilize static source code analysis tools to identify potential buffer overflow weaknesses in the software.']","['The most straightforward example is an application that reads in input from the user and stores it in an internal buffer but does not check that the size of the input data is less than or equal to the size of the buffer. If the user enters excessive length data','the buffer may overflow leading to the application crashing','or worse','enabling the user to cause execution of injected code.','Many web servers enforce security in web applications through the use of filter plugins. An example is the SiteMinder plugin used for authentication. An overflow in such a plugin','possibly through a long URL or redirect parameter','can allow an adversary not only to bypass the security checks but also execute arbitrary code on the target web server in the context of the user that runs the web server process.']","['An attack designed to leverage a buffer overflow and redirect execution as per the adversary's bidding is fairly difficult to detect. An attack aimed solely at bringing the system down is usually preceded by a barrage of long inputs that make no sense. In either case','it is likely that the adversary would have resorted to a few hit-or-miss attempts that will be recorded in the system event logs','if they exist.']",,,
"550030","CAPEC",,,,,,,,,,"CAPEC-101","Draft","['None: No specialized resources are required to execute this type of attack. Determining whether the server supports SSI does not require special tools','and nor does injecting directives that get executed. Spidering tools can make the task of finding and following links easier.']","An attacker can use Server Side Include (SSI) Injection to send code to a web application that then gets executed by the web server. Doing so enables the attacker to achieve similar results to Cross Site Scripting, viz., arbitrary code execution and information disclosure, albeit on a more limited scale, since the SSI directives are nowhere near as powerful as a full-fledged scripting language. Nonetheless, the attacker can conveniently gain access to sensitive files, such as password files, and execute shell commands.","High","High","CAPEC Content Team","Server Side Include (SSI) Injection","['The attacker needs to be aware of SSI technology','determine the nature of injection and be able to craft input that results in the SSI directives being executed.']","['Medium']","Detailed","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Phases','Modification_Date=2018-07-31','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Related_Weaknesses','Modification_Date=2021-06-24','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Modification_Date=2021-10-21','Modification_Name=CAPEC Content Team}']","['A web server that supports server side includes and has them enabled','User controllable input that can carry include directives to the web server']","2014-06-23","['Set the OPTIONS IncludesNOEXEC in the global access.conf file or local .htaccess (Apache) file to deny SSI execution in directories that do not need them','All user controllable input must be appropriately sanitized before use in the application. This includes omitting','or encoding','certain characters or strings that have the potential of being interpreted as part of an SSI directive','Server Side Includes must be enabled only if there is a strong business reason to do so. Every additional component enabled on the web server increases the attack surface as well as administrative overhead']","['{xhtml:p=[Consider a website hosted on a server that permits Server Side Includes (SSI)','such as Apache with the 'Options Includes' directive enabled.','Whenever an error occurs','the HTTP Headers along with the entire request are logged','which can then be displayed on a page that allows review of such errors. A malicious user can inject SSI directives in the HTTP Headers of a request designed to create an error.','When these logs are eventually reviewed','the server parses the SSI directives and executes them.]}']",,,,
"550031","CAPEC",,,,,,,,,,"CAPEC-102","Draft","['A packet sniffing tool','such as wireshark','can be used to capture session information.']","Session sidejacking takes advantage of an unencrypted communication channel between a victim and target system. The attacker sniffs traffic on a network looking for session tokens in unencrypted traffic. Once a session token is captured, the attacker performs malicious actions by using the stolen token with the targeted application to impersonate the victim. This attack is a specific method of session hijacking, which is exploiting a valid session token to gain unauthorized access to a target system or information. Other methods to perform a session hijacking are session fixation, cross-site scripting, or compromising a user or server machine and stealing the session token.","High","High","CAPEC Content Team","Session Sidejacking","['Easy to use tools exist to automate this attack.']","['Low']","Detailed","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2017-05-01','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Example_Instances','Execution_Flow','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}']","['An attacker and the victim are both using the same WiFi network.','The victim has an active session with a target system.','The victim is not using a secure channel to communicate with the target system (e.g. SSL','VPN','etc.)','The victim initiated communication with a target system that requires transfer of the session token or the target application uses AJAX and thereby periodically 'rings home' asynchronously using the session token']","2014-06-23","['Make sure that HTTPS is used to communicate with the target system. Alternatively','use VPN if possible. It is important to ensure that all communication between the client and the server happens via an encrypted secure channel.','Modify the session token with each transmission and protect it with cryptography. Add the idea of request sequencing that gives the server an ability to detect replay attacks.']","['The attacker and the victim are using the same WiFi public hotspot. When the victim connects to the hotspot','they has a hosted e-mail account open. This e-mail account uses AJAX on the client side which periodically asynchronously connects to the server side and transfers','amongst other things','the user's session token to the server. The communication is supposed to happen over HTTPS. However','the configuration in the public hotspot initially disallows the HTTPS connection (or any other connection) between the victim and the hosted e-mail servers because the victim first needs to register with the hotspot. The victim does so','but their e-mail client already defaulted to using a connection without HTTPS','since it was denied access the first time. Victim's session token is now flowing unencrypted between the victim's browser and the hosted e-mail servers. The attacker leverages this opportunity to capture the session token and gain access to the victim's hosted e-mail account.']",,,,
"550032","CAPEC",,,,,,,,,,"CAPEC-103","Draft","['None: No specialized resources are required to execute this type of attack.']","An adversary tricks a victim into unknowingly initiating some action in one system while interacting with the UI from a seemingly completely different, usually an adversary controlled or intended, system.","Medium","High","CAPEC Content Team","Clickjacking","['Crafting the proper malicious site and luring the victim to this site are not trivial tasks.']","['High']","Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Phases','Description Summary','Examples-Instances','Related_Weaknesses','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Example_Instances','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The victim is communicating with the target application via a web based UI and not a thick client','The victim's browser security policies allow at least one of the following JavaScript','Flash','iFrames','ActiveX','or CSS.','The victim uses a modern browser that supports UI elements like clickable buttons (i.e. not using an old text only browser)','The victim has an active session with the target system.','The target system's interaction window is open in the victim's browser and supports the ability for initiating sensitive actions on behalf of the user in the target system']","2014-06-23","['If using the Firefox browser','use the NoScript plug-in that will help forbid iFrames.','Turn off JavaScript','Flash and disable CSS.','When maintaining an authenticated session with a privileged target system','do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks.']","['{xhtml:p=[A victim has an authenticated session with a site that provides an electronic payment service to transfer funds between subscribing members. At the same time','the victim receives an e-mail that appears to come from an online publication to which they subscribe with links to today's news articles. The victim clicks on one of these links and is taken to a page with the news story. There is a screen with an advertisement that appears on top of the news article with the 'skip this ad' button. Eager to read the news article','the user clicks on this button. Nothing happens. The user clicks on the button one more time and still nothing happens.','In reality','the victim activated a hidden action control located in a transparent layer above the 'skip this ad' button. The ad screen blocking the news article made it likely that the victim would click on the 'skip this ad' button. Clicking on the button','actually initiated the transfer of $1000 from the victim's account with an electronic payment service to an adversary's account. Clicking on the 'skip this ad' button the second time (after nothing seemingly happened the first time) confirmed the transfer of funds to the electronic payment service.]}']",,,,
"550033","CAPEC",,,,,,,,,,"CAPEC-104","Draft","['None: No specialized resources are required to execute this type of attack.']","An attacker is able to cause a victim to load content into their web-browser that bypasses security zone controls and gain access to increased privileges to execute scripting code or other web objects such as unsigned ActiveX controls or applets. This is a privilege elevation attack targeted at zone-based web-browser security.","Medium","High","CAPEC Content Team","Cross Zone Scripting","['Ability to craft malicious scripts or find them elsewhere and ability to identify functionality that is running web controls in the local zone and to find an injection vector into that functionality']","['Medium']","Standard","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Related_Attack_Patterns','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['The target must be using a zone-aware browser.']","2014-06-23","['Disable script execution.','Ensure that sufficient input validation is performed for any potentially untrusted data before it is used in any privileged context or zone','Limit the flow of untrusted data into the privileged areas of the system that run in the higher trust zone','Limit the sites that are being added to the local machine zone and restrict the privileges of the code running in that zone to the bare minimum','Ensure proper HTML output encoding before writing user supplied data to the page']","['There was a cross zone scripting vulnerability discovered in Skype that allowed one user to upload a video with a maliciously crafted title that contains a script. Subsequently','when the victim attempts to use the 'add video to chat' feature on attacker's video','the script embedded in the title of the video runs with local zone privileges. Skype is using IE web controls to render internal and external HTML pages. 'Add video to chat' uses these web controls and they are running in the Local Zone. Any user who searched for the video in Skype with the same keywords as in the title field','would have the attackers' code executing in their browser with local zone privileges to their host machine (e.g. applications on the victim's host system could be executed).']",,,,
"550034","CAPEC",,,,,,,,,,"CAPEC-105","Stable","['Tools capable of crafting malicious HTTP messages and monitoring HTTP messages responses.']","{xhtml:p=[An adversary abuses the flexibility and discrepancies in the parsing and interpretation of HTTP Request messages by different intermediary HTTP agents (e.g., load balancer, reverse proxy, web caching proxies, application firewalls, etc.) to split a single HTTP request into multiple unauthorized and malicious HTTP requests to a back-end HTTP agent (e.g., web server)., See CanPrecede relationships for possible consequences.]}","Medium","High","CAPEC Content Team","HTTP Request Splitting","['Detailed knowledge on HTTP protocol: request and response messages structure and usage of specific headers.','Detailed knowledge on how specific HTTP agents receive','send','process','interpret','and parse a variety of HTTP messages and headers.','Possess knowledge on the exact details in the discrepancies between several targeted HTTP agents in path of an HTTP message in parsing its message structure and individual headers.']","['Medium','Medium','Medium']","Detailed","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2019-04-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated @Abstraction','References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated @Status','Consequences','Description','Example_Instances','Execution_Flow','Extended_Description','Indicators','Mitigations','Notes','Prerequisites','References','Related_Attack_Patterns','Related_Weaknesses','Resources_Required','Skills_Required','Modification_Date=2021-10-21','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Extended_Description','Related_Weaknesses','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['An additional intermediary HTTP agent such as an application firewall or a web caching proxy between the adversary and the second agent such as a web server','that sends multiple HTTP messages over same network connection.','Differences in the way the two HTTP agents parse and interpret HTTP requests and its headers.','HTTP headers capable of being user-manipulated.','HTTP agents running on HTTP/1.0 or HTTP/1.1 that allow for Keep Alive mode','Pipelined queries','and Chunked queries and responses.']","2014-06-23","['Design: evaluate HTTP agents prior to deployment for parsing/interpretation discrepancies.','Configuration: front-end HTTP agents notice ambiguous requests.','Configuration: back-end HTTP agents reject ambiguous requests and close the network connection.','Configuration: Disable reuse of back-end connections.','Configuration: Use HTTP/2 for back-end connections.','Configuration: Use the same web server software for front-end and back-end server.','Implementation: Utilize a Web Application Firewall (WAF) that has built-in mitigation to detect abnormal requests/responses.','Configuration: Install latest vendor security patches available for both intermediary and back-end HTTP infrastructure (i.e. proxies and web servers)','Configuration: Ensure that HTTP infrastructure in the chain or network path utilize a strict uniform parsing process.','Implementation: Utilize intermediary HTTP infrastructure capable of filtering and/or sanitizing user-input.']","['{xhtml:p=Microsoft Internet Explorer versions 5.01 SP4 and prior','6.0 SP2 and prior','and 7.0 contain a vulnerability that could allow an unauthenticated','remote adversary to conduct HTTP request splitting and smuggling attacks. The vulnerability is due to an input validation error in the browser that allows adversaries to manipulate certain headers to expose the browser to HTTP request splitting and smuggling attacks. Attacks may include cross-site scripting','proxy cache poisoning','and session fixation. In certain instances','an exploit could allow the adversary to bypass web application firewalls or other filtering devices. Microsoft has confirmed the vulnerability and released software updates.}']","['Differences in requests processed by the two agents. This requires careful monitoring or a capable log analysis tool.']","['{Type=Terminology','text=HTTP Splitting – 'the act of forcing a sender of (HTTP) messages to emit data stream consisting of more messages than the sender’s intension. The messages sent are 100% valid and RFC compliant' [REF-117].}','{Type=Terminology','text=HTTP Smuggling – 'the act of forcing a sender of (HTTP) messages to emit data stream which may be parsed as a different set of messages (i.e. dislocated message boundaries) than the sender’s intention. This is done by virtue of forcing the sender to emit non-standard messages which can be interpreted in more than one way' [REF-117].}','{Type=Relationship','text=HTTP Smuggling is an evolution of previous HTTP Splitting techniques which are commonly remediated against.}']",,
"550035","CAPEC",,,,,,,,,,"CAPEC-106","Deprecated",,"This attack pattern has been deprecated as it referes to an existing chain relationship between 'CAPEC-93 : Log Injection-Tampering-Forging' and 'CAPEC-63 : Cross-Site Scripting'. Please refer to these CAPECs going forward.",,,"CAPEC Content Team","DEPRECATED: XSS through Log Files",,,"Detailed","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2017-01-09','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Activation_Zone','Architectural_Paradigms','Attack_Motivation-Consequences','Attack_Phases','Attack_Prerequisites','Attacker_Skills_or_Knowledge_Required','CIA_Impact','Description','Description Summary','Examples-Instances','Frameworks','Injection_Vector','Languages','Methods_of_Attack','Payload','Payload_Activation_Impact','Platforms','Probing_Techniques','Purposes','Related_Attack_Patterns','Related_Security_Principles','Related_Weaknesses','Relevant_Security_Requirements','Resources_Required','Solutions_and_Mitigations','Technical_Context','Typical_Likelihood_of_Exploit','Typical_Severity','Modification_Date=2017-05-01','Modification_Name=CAPEC Content Team}']",,"2014-06-23",,,,,,
