"~start_node_id","~start_node_labels","~start_node_property_Status","~start_node_property_Resources_Required","~start_node_property_Description","~start_node_property_Likelihood_Of_Attack","~start_node_property_Typical_Severity","~start_node_property_Submission_Name","~start_node_property_ExtendedName","~start_node_property_Skills_Required_Description","~start_node_property_Skills_Required","~start_node_property_Abstraction","~start_node_property_Name","~start_node_property_Submission_Organization","~start_node_property_Modifications","~start_node_property_Prerequisites","~start_node_property_Submission_Date","~start_node_property_Mitigations","~start_node_property_Examples","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_Version","~end_node_property_Schema","~end_node_property_Date","~end_node_property_Name","~start_node_property_Indicators","~start_node_property_Notes","~relationship_property_Impact","~end_node_property_Scope","~relationship_property_Note","~end_node_property_Description","~relationship_property_Nature","~end_node_property_Status","~end_node_property_Resources_Required","~end_node_property_Likelihood_Of_Attack","~end_node_property_Typical_Severity","~end_node_property_Submission_Name","~end_node_property_ExtendedName","~end_node_property_Skills_Required_Description","~end_node_property_Skills_Required","~end_node_property_Abstraction","~end_node_property_Submission_Organization","~end_node_property_Modifications","~end_node_property_Prerequisites","~end_node_property_Submission_Date","~end_node_property_Mitigations","~end_node_property_Examples","~end_node_property_Indicators","~end_node_property_Notes","~relationship_property_CAPEC_ID","~end_node_property_Publication_Year","~end_node_property_Reference_ID","~end_node_property_Author","~end_node_property_Title","~end_node_property_Publisher","~end_node_property_URL","~relationship_property_Section"
"550032","CAPEC","Draft","['None: No specialized resources are required to execute this type of attack.']","An adversary tricks a victim into unknowingly initiating some action in one system while interacting with the UI from a seemingly completely different, usually an adversary controlled or intended, system.","Medium","High","CAPEC Content Team","Clickjacking","['Crafting the proper malicious site and luring the victim to this site are not trivial tasks.']","['High']","Standard","CAPEC-103","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Phases','Description Summary','Examples-Instances','Related_Weaknesses','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Example_Instances','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The victim is communicating with the target application via a web based UI and not a thick client','The victim's browser security policies allow at least one of the following JavaScript','Flash','iFrames','ActiveX','or CSS.','The victim uses a modern browser that supports UI elements like clickable buttons (i.e. not using an old text only browser)','The victim has an active session with the target system.','The target system's interaction window is open in the victim's browser and supports the ability for initiating sensitive actions on behalf of the user in the target system']","2014-06-23","['If using the Firefox browser','use the NoScript plug-in that will help forbid iFrames.','Turn off JavaScript','Flash and disable CSS.','When maintaining an authenticated session with a privileged target system','do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks.']","['{xhtml:p=[A victim has an authenticated session with a site that provides an electronic payment service to transfer funds between subscribing members. At the same time','the victim receives an e-mail that appears to come from an online publication to which they subscribe with links to today's news articles. The victim clicks on one of these links and is taken to a page with the news story. There is a screen with an advertisement that appears on top of the news article with the 'skip this ad' button. Eager to read the news article','the user clicks on this button. Nothing happens. The user clicks on the button one more time and still nothing happens.','In reality','the victim activated a hidden action control located in a transparent layer above the 'skip this ad' button. The ad screen blocking the news article made it likely that the victim would click on the 'skip this ad' button. Clicking on the button','actually initiated the transfer of $1000 from the victim's account with an electronic payment service to an adversary's account. Clicking on the 'skip this ad' button the second time (after nothing seemingly happened the first time) confirmed the transfer of funds to the electronic payment service.]}']","hasMitigation","551215","Mitigation",,,,,,,,,,"If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.",,,,,,,,,,,,,,,,,,,,,,,,,,
"550032","CAPEC","Draft","['None: No specialized resources are required to execute this type of attack.']","An adversary tricks a victim into unknowingly initiating some action in one system while interacting with the UI from a seemingly completely different, usually an adversary controlled or intended, system.","Medium","High","CAPEC Content Team","Clickjacking","['Crafting the proper malicious site and luring the victim to this site are not trivial tasks.']","['High']","Standard","CAPEC-103","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Phases','Description Summary','Examples-Instances','Related_Weaknesses','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Example_Instances','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The victim is communicating with the target application via a web based UI and not a thick client','The victim's browser security policies allow at least one of the following JavaScript','Flash','iFrames','ActiveX','or CSS.','The victim uses a modern browser that supports UI elements like clickable buttons (i.e. not using an old text only browser)','The victim has an active session with the target system.','The target system's interaction window is open in the victim's browser and supports the ability for initiating sensitive actions on behalf of the user in the target system']","2014-06-23","['If using the Firefox browser','use the NoScript plug-in that will help forbid iFrames.','Turn off JavaScript','Flash and disable CSS.','When maintaining an authenticated session with a privileged target system','do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks.']","['{xhtml:p=[A victim has an authenticated session with a site that provides an electronic payment service to transfer funds between subscribing members. At the same time','the victim receives an e-mail that appears to come from an online publication to which they subscribe with links to today's news articles. The victim clicks on one of these links and is taken to a page with the news story. There is a screen with an advertisement that appears on top of the news article with the 'skip this ad' button. Eager to read the news article','the user clicks on this button. Nothing happens. The user clicks on the button one more time and still nothing happens.','In reality','the victim activated a hidden action control located in a transparent layer above the 'skip this ad' button. The ad screen blocking the news article made it likely that the victim would click on the 'skip this ad' button. Clicking on the button','actually initiated the transfer of $1000 from the victim's account with an electronic payment service to an adversary's account. Clicking on the 'skip this ad' button the second time (after nothing seemingly happened the first time) confirmed the transfer of funds to the electronic payment service.]}']","hasMitigation","551216","Mitigation",,,,,,,,,,"Turn off JavaScript, Flash and disable CSS.",,,,,,,,,,,,,,,,,,,,,,,,,,
"550032","CAPEC","Draft","['None: No specialized resources are required to execute this type of attack.']","An adversary tricks a victim into unknowingly initiating some action in one system while interacting with the UI from a seemingly completely different, usually an adversary controlled or intended, system.","Medium","High","CAPEC Content Team","Clickjacking","['Crafting the proper malicious site and luring the victim to this site are not trivial tasks.']","['High']","Standard","CAPEC-103","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Attack_Phases','Description Summary','Examples-Instances','Related_Weaknesses','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Example_Instances','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['The victim is communicating with the target application via a web based UI and not a thick client','The victim's browser security policies allow at least one of the following JavaScript','Flash','iFrames','ActiveX','or CSS.','The victim uses a modern browser that supports UI elements like clickable buttons (i.e. not using an old text only browser)','The victim has an active session with the target system.','The target system's interaction window is open in the victim's browser and supports the ability for initiating sensitive actions on behalf of the user in the target system']","2014-06-23","['If using the Firefox browser','use the NoScript plug-in that will help forbid iFrames.','Turn off JavaScript','Flash and disable CSS.','When maintaining an authenticated session with a privileged target system','do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks.']","['{xhtml:p=[A victim has an authenticated session with a site that provides an electronic payment service to transfer funds between subscribing members. At the same time','the victim receives an e-mail that appears to come from an online publication to which they subscribe with links to today's news articles. The victim clicks on one of these links and is taken to a page with the news story. There is a screen with an advertisement that appears on top of the news article with the 'skip this ad' button. Eager to read the news article','the user clicks on this button. Nothing happens. The user clicks on the button one more time and still nothing happens.','In reality','the victim activated a hidden action control located in a transparent layer above the 'skip this ad' button. The ad screen blocking the news article made it likely that the victim would click on the 'skip this ad' button. Clicking on the button','actually initiated the transfer of $1000 from the victim's account with an electronic payment service to an adversary's account. Clicking on the 'skip this ad' button the second time (after nothing seemingly happened the first time) confirmed the transfer of funds to the electronic payment service.]}']","hasMitigation","551217","Mitigation",,,,,,,,,,"When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks.",,,,,,,,,,,,,,,,,,,,,,,,,,
"550033","CAPEC","Draft","['None: No specialized resources are required to execute this type of attack.']","An attacker is able to cause a victim to load content into their web-browser that bypasses security zone controls and gain access to increased privileges to execute scripting code or other web objects such as unsigned ActiveX controls or applets. This is a privilege elevation attack targeted at zone-based web-browser security.","Medium","High","CAPEC Content Team","Cross Zone Scripting","['Ability to craft malicious scripts or find them elsewhere and ability to identify functionality that is running web controls in the local zone and to find an injection vector into that functionality']","['Medium']","Standard","CAPEC-104","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Related_Attack_Patterns','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['The target must be using a zone-aware browser.']","2014-06-23","['Disable script execution.','Ensure that sufficient input validation is performed for any potentially untrusted data before it is used in any privileged context or zone','Limit the flow of untrusted data into the privileged areas of the system that run in the higher trust zone','Limit the sites that are being added to the local machine zone and restrict the privileges of the code running in that zone to the bare minimum','Ensure proper HTML output encoding before writing user supplied data to the page']","['There was a cross zone scripting vulnerability discovered in Skype that allowed one user to upload a video with a maliciously crafted title that contains a script. Subsequently','when the victim attempts to use the 'add video to chat' feature on attacker's video','the script embedded in the title of the video runs with local zone privileges. Skype is using IE web controls to render internal and external HTML pages. 'Add video to chat' uses these web controls and they are running in the Local Zone. Any user who searched for the video in Skype with the same keywords as in the title field','would have the attackers' code executing in their browser with local zone privileges to their host machine (e.g. applications on the victim's host system could be executed).']","hasMitigation","551218","Mitigation",,,,,,,,,,"Disable script execution.",,,,,,,,,,,,,,,,,,,,,,,,,,
"550033","CAPEC","Draft","['None: No specialized resources are required to execute this type of attack.']","An attacker is able to cause a victim to load content into their web-browser that bypasses security zone controls and gain access to increased privileges to execute scripting code or other web objects such as unsigned ActiveX controls or applets. This is a privilege elevation attack targeted at zone-based web-browser security.","Medium","High","CAPEC Content Team","Cross Zone Scripting","['Ability to craft malicious scripts or find them elsewhere and ability to identify functionality that is running web controls in the local zone and to find an injection vector into that functionality']","['Medium']","Standard","CAPEC-104","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Related_Attack_Patterns','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['The target must be using a zone-aware browser.']","2014-06-23","['Disable script execution.','Ensure that sufficient input validation is performed for any potentially untrusted data before it is used in any privileged context or zone','Limit the flow of untrusted data into the privileged areas of the system that run in the higher trust zone','Limit the sites that are being added to the local machine zone and restrict the privileges of the code running in that zone to the bare minimum','Ensure proper HTML output encoding before writing user supplied data to the page']","['There was a cross zone scripting vulnerability discovered in Skype that allowed one user to upload a video with a maliciously crafted title that contains a script. Subsequently','when the victim attempts to use the 'add video to chat' feature on attacker's video','the script embedded in the title of the video runs with local zone privileges. Skype is using IE web controls to render internal and external HTML pages. 'Add video to chat' uses these web controls and they are running in the Local Zone. Any user who searched for the video in Skype with the same keywords as in the title field','would have the attackers' code executing in their browser with local zone privileges to their host machine (e.g. applications on the victim's host system could be executed).']","hasMitigation","551219","Mitigation",,,,,,,,,,"Ensure that sufficient input validation is performed for any potentially untrusted data before it is used in any privileged context or zone",,,,,,,,,,,,,,,,,,,,,,,,,,
"550033","CAPEC","Draft","['None: No specialized resources are required to execute this type of attack.']","An attacker is able to cause a victim to load content into their web-browser that bypasses security zone controls and gain access to increased privileges to execute scripting code or other web objects such as unsigned ActiveX controls or applets. This is a privilege elevation attack targeted at zone-based web-browser security.","Medium","High","CAPEC Content Team","Cross Zone Scripting","['Ability to craft malicious scripts or find them elsewhere and ability to identify functionality that is running web controls in the local zone and to find an injection vector into that functionality']","['Medium']","Standard","CAPEC-104","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Related_Attack_Patterns','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['The target must be using a zone-aware browser.']","2014-06-23","['Disable script execution.','Ensure that sufficient input validation is performed for any potentially untrusted data before it is used in any privileged context or zone','Limit the flow of untrusted data into the privileged areas of the system that run in the higher trust zone','Limit the sites that are being added to the local machine zone and restrict the privileges of the code running in that zone to the bare minimum','Ensure proper HTML output encoding before writing user supplied data to the page']","['There was a cross zone scripting vulnerability discovered in Skype that allowed one user to upload a video with a maliciously crafted title that contains a script. Subsequently','when the victim attempts to use the 'add video to chat' feature on attacker's video','the script embedded in the title of the video runs with local zone privileges. Skype is using IE web controls to render internal and external HTML pages. 'Add video to chat' uses these web controls and they are running in the Local Zone. Any user who searched for the video in Skype with the same keywords as in the title field','would have the attackers' code executing in their browser with local zone privileges to their host machine (e.g. applications on the victim's host system could be executed).']","hasMitigation","551220","Mitigation",,,,,,,,,,"Limit the flow of untrusted data into the privileged areas of the system that run in the higher trust zone",,,,,,,,,,,,,,,,,,,,,,,,,,
"550033","CAPEC","Draft","['None: No specialized resources are required to execute this type of attack.']","An attacker is able to cause a victim to load content into their web-browser that bypasses security zone controls and gain access to increased privileges to execute scripting code or other web objects such as unsigned ActiveX controls or applets. This is a privilege elevation attack targeted at zone-based web-browser security.","Medium","High","CAPEC Content Team","Cross Zone Scripting","['Ability to craft malicious scripts or find them elsewhere and ability to identify functionality that is running web controls in the local zone and to find an injection vector into that functionality']","['Medium']","Standard","CAPEC-104","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Related_Attack_Patterns','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['The target must be using a zone-aware browser.']","2014-06-23","['Disable script execution.','Ensure that sufficient input validation is performed for any potentially untrusted data before it is used in any privileged context or zone','Limit the flow of untrusted data into the privileged areas of the system that run in the higher trust zone','Limit the sites that are being added to the local machine zone and restrict the privileges of the code running in that zone to the bare minimum','Ensure proper HTML output encoding before writing user supplied data to the page']","['There was a cross zone scripting vulnerability discovered in Skype that allowed one user to upload a video with a maliciously crafted title that contains a script. Subsequently','when the victim attempts to use the 'add video to chat' feature on attacker's video','the script embedded in the title of the video runs with local zone privileges. Skype is using IE web controls to render internal and external HTML pages. 'Add video to chat' uses these web controls and they are running in the Local Zone. Any user who searched for the video in Skype with the same keywords as in the title field','would have the attackers' code executing in their browser with local zone privileges to their host machine (e.g. applications on the victim's host system could be executed).']","hasMitigation","551221","Mitigation",,,,,,,,,,"Limit the sites that are being added to the local machine zone and restrict the privileges of the code running in that zone to the bare minimum",,,,,,,,,,,,,,,,,,,,,,,,,,
"550033","CAPEC","Draft","['None: No specialized resources are required to execute this type of attack.']","An attacker is able to cause a victim to load content into their web-browser that bypasses security zone controls and gain access to increased privileges to execute scripting code or other web objects such as unsigned ActiveX controls or applets. This is a privilege elevation attack targeted at zone-based web-browser security.","Medium","High","CAPEC Content Team","Cross Zone Scripting","['Ability to craft malicious scripts or find them elsewhere and ability to identify functionality that is running web controls in the local zone and to find an injection vector into that functionality']","['Medium']","Standard","CAPEC-104","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2015-12-07','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Execution_Flow','Related_Attack_Patterns','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Description','Extended_Description','Modification_Date=2022-02-22','Modification_Name=CAPEC Content Team}']","['The target must be using a zone-aware browser.']","2014-06-23","['Disable script execution.','Ensure that sufficient input validation is performed for any potentially untrusted data before it is used in any privileged context or zone','Limit the flow of untrusted data into the privileged areas of the system that run in the higher trust zone','Limit the sites that are being added to the local machine zone and restrict the privileges of the code running in that zone to the bare minimum','Ensure proper HTML output encoding before writing user supplied data to the page']","['There was a cross zone scripting vulnerability discovered in Skype that allowed one user to upload a video with a maliciously crafted title that contains a script. Subsequently','when the victim attempts to use the 'add video to chat' feature on attacker's video','the script embedded in the title of the video runs with local zone privileges. Skype is using IE web controls to render internal and external HTML pages. 'Add video to chat' uses these web controls and they are running in the Local Zone. Any user who searched for the video in Skype with the same keywords as in the title field','would have the attackers' code executing in their browser with local zone privileges to their host machine (e.g. applications on the victim's host system could be executed).']","hasMitigation","551222","Mitigation",,,,,,,,,,"Ensure proper HTML output encoding before writing user supplied data to the page",,,,,,,,,,,,,,,,,,,,,,,,,,
"550034","CAPEC","Stable","['Tools capable of crafting malicious HTTP messages and monitoring HTTP messages responses.']","{xhtml:p=[An adversary abuses the flexibility and discrepancies in the parsing and interpretation of HTTP Request messages by different intermediary HTTP agents (e.g., load balancer, reverse proxy, web caching proxies, application firewalls, etc.) to split a single HTTP request into multiple unauthorized and malicious HTTP requests to a back-end HTTP agent (e.g., web server)., See CanPrecede relationships for possible consequences.]}","Medium","High","CAPEC Content Team","HTTP Request Splitting","['Detailed knowledge on HTTP protocol: request and response messages structure and usage of specific headers.','Detailed knowledge on how specific HTTP agents receive','send','process','interpret','and parse a variety of HTTP messages and headers.','Possess knowledge on the exact details in the discrepancies between several targeted HTTP agents in path of an HTTP message in parsing its message structure and individual headers.']","['Medium','Medium','Medium']","Detailed","CAPEC-105","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2019-04-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated @Abstraction','References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated @Status','Consequences','Description','Example_Instances','Execution_Flow','Extended_Description','Indicators','Mitigations','Notes','Prerequisites','References','Related_Attack_Patterns','Related_Weaknesses','Resources_Required','Skills_Required','Modification_Date=2021-10-21','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Extended_Description','Related_Weaknesses','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['An additional intermediary HTTP agent such as an application firewall or a web caching proxy between the adversary and the second agent such as a web server','that sends multiple HTTP messages over same network connection.','Differences in the way the two HTTP agents parse and interpret HTTP requests and its headers.','HTTP headers capable of being user-manipulated.','HTTP agents running on HTTP/1.0 or HTTP/1.1 that allow for Keep Alive mode','Pipelined queries','and Chunked queries and responses.']","2014-06-23","['Design: evaluate HTTP agents prior to deployment for parsing/interpretation discrepancies.','Configuration: front-end HTTP agents notice ambiguous requests.','Configuration: back-end HTTP agents reject ambiguous requests and close the network connection.','Configuration: Disable reuse of back-end connections.','Configuration: Use HTTP/2 for back-end connections.','Configuration: Use the same web server software for front-end and back-end server.','Implementation: Utilize a Web Application Firewall (WAF) that has built-in mitigation to detect abnormal requests/responses.','Configuration: Install latest vendor security patches available for both intermediary and back-end HTTP infrastructure (i.e. proxies and web servers)','Configuration: Ensure that HTTP infrastructure in the chain or network path utilize a strict uniform parsing process.','Implementation: Utilize intermediary HTTP infrastructure capable of filtering and/or sanitizing user-input.']","['{xhtml:p=Microsoft Internet Explorer versions 5.01 SP4 and prior','6.0 SP2 and prior','and 7.0 contain a vulnerability that could allow an unauthenticated','remote adversary to conduct HTTP request splitting and smuggling attacks. The vulnerability is due to an input validation error in the browser that allows adversaries to manipulate certain headers to expose the browser to HTTP request splitting and smuggling attacks. Attacks may include cross-site scripting','proxy cache poisoning','and session fixation. In certain instances','an exploit could allow the adversary to bypass web application firewalls or other filtering devices. Microsoft has confirmed the vulnerability and released software updates.}']","hasMitigation","551223","Mitigation",,,,,"['Differences in requests processed by the two agents. This requires careful monitoring or a capable log analysis tool.']","['{Type=Terminology','text=HTTP Splitting – 'the act of forcing a sender of (HTTP) messages to emit data stream consisting of more messages than the sender’s intension. The messages sent are 100% valid and RFC compliant' [REF-117].}','{Type=Terminology','text=HTTP Smuggling – 'the act of forcing a sender of (HTTP) messages to emit data stream which may be parsed as a different set of messages (i.e. dislocated message boundaries) than the sender’s intention. This is done by virtue of forcing the sender to emit non-standard messages which can be interpreted in more than one way' [REF-117].}','{Type=Relationship','text=HTTP Smuggling is an evolution of previous HTTP Splitting techniques which are commonly remediated against.}']",,,,"Design: evaluate HTTP agents prior to deployment for parsing/interpretation discrepancies.",,,,,,,,,,,,,,,,,,,,,,,,,,
"550034","CAPEC","Stable","['Tools capable of crafting malicious HTTP messages and monitoring HTTP messages responses.']","{xhtml:p=[An adversary abuses the flexibility and discrepancies in the parsing and interpretation of HTTP Request messages by different intermediary HTTP agents (e.g., load balancer, reverse proxy, web caching proxies, application firewalls, etc.) to split a single HTTP request into multiple unauthorized and malicious HTTP requests to a back-end HTTP agent (e.g., web server)., See CanPrecede relationships for possible consequences.]}","Medium","High","CAPEC Content Team","HTTP Request Splitting","['Detailed knowledge on HTTP protocol: request and response messages structure and usage of specific headers.','Detailed knowledge on how specific HTTP agents receive','send','process','interpret','and parse a variety of HTTP messages and headers.','Possess knowledge on the exact details in the discrepancies between several targeted HTTP agents in path of an HTTP message in parsing its message structure and individual headers.']","['Medium','Medium','Medium']","Detailed","CAPEC-105","The MITRE Corporation","['{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Resources_Required','Modification_Date=2017-08-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Attack_Patterns','Modification_Date=2019-04-04','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Related_Weaknesses','Modification_Date=2020-07-30','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated @Abstraction','References','Taxonomy_Mappings','Modification_Date=2020-12-17','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated @Status','Consequences','Description','Example_Instances','Execution_Flow','Extended_Description','Indicators','Mitigations','Notes','Prerequisites','References','Related_Attack_Patterns','Related_Weaknesses','Resources_Required','Skills_Required','Modification_Date=2021-10-21','Modification_Name=CAPEC Content Team}','{Modification_Organization=The MITRE Corporation','Modification_Comment=Updated Extended_Description','Related_Weaknesses','Modification_Date=2022-09-29','Modification_Name=CAPEC Content Team}']","['An additional intermediary HTTP agent such as an application firewall or a web caching proxy between the adversary and the second agent such as a web server','that sends multiple HTTP messages over same network connection.','Differences in the way the two HTTP agents parse and interpret HTTP requests and its headers.','HTTP headers capable of being user-manipulated.','HTTP agents running on HTTP/1.0 or HTTP/1.1 that allow for Keep Alive mode','Pipelined queries','and Chunked queries and responses.']","2014-06-23","['Design: evaluate HTTP agents prior to deployment for parsing/interpretation discrepancies.','Configuration: front-end HTTP agents notice ambiguous requests.','Configuration: back-end HTTP agents reject ambiguous requests and close the network connection.','Configuration: Disable reuse of back-end connections.','Configuration: Use HTTP/2 for back-end connections.','Configuration: Use the same web server software for front-end and back-end server.','Implementation: Utilize a Web Application Firewall (WAF) that has built-in mitigation to detect abnormal requests/responses.','Configuration: Install latest vendor security patches available for both intermediary and back-end HTTP infrastructure (i.e. proxies and web servers)','Configuration: Ensure that HTTP infrastructure in the chain or network path utilize a strict uniform parsing process.','Implementation: Utilize intermediary HTTP infrastructure capable of filtering and/or sanitizing user-input.']","['{xhtml:p=Microsoft Internet Explorer versions 5.01 SP4 and prior','6.0 SP2 and prior','and 7.0 contain a vulnerability that could allow an unauthenticated','remote adversary to conduct HTTP request splitting and smuggling attacks. The vulnerability is due to an input validation error in the browser that allows adversaries to manipulate certain headers to expose the browser to HTTP request splitting and smuggling attacks. Attacks may include cross-site scripting','proxy cache poisoning','and session fixation. In certain instances','an exploit could allow the adversary to bypass web application firewalls or other filtering devices. Microsoft has confirmed the vulnerability and released software updates.}']","hasMitigation","551224","Mitigation",,,,,"['Differences in requests processed by the two agents. This requires careful monitoring or a capable log analysis tool.']","['{Type=Terminology','text=HTTP Splitting – 'the act of forcing a sender of (HTTP) messages to emit data stream consisting of more messages than the sender’s intension. The messages sent are 100% valid and RFC compliant' [REF-117].}','{Type=Terminology','text=HTTP Smuggling – 'the act of forcing a sender of (HTTP) messages to emit data stream which may be parsed as a different set of messages (i.e. dislocated message boundaries) than the sender’s intention. This is done by virtue of forcing the sender to emit non-standard messages which can be interpreted in more than one way' [REF-117].}','{Type=Relationship','text=HTTP Smuggling is an evolution of previous HTTP Splitting techniques which are commonly remediated against.}']",,,,"Configuration: front-end HTTP agents notice ambiguous requests.",,,,,,,,,,,,,,,,,,,,,,,,,,
